Order ID,Order Date,Dispatch Date,Delivery Date,Seller ID,Product Category,Price,Quantity,Warehouse Zone,Customer Rating,Review Text,Sentiment Score,Return Flag,Complaint Code,Delivery Method,Customer Region
O00514,4/28/2025,4/29/2025,5/3/2025,S010,Fashion,220.3,3,Kumasi,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,Ashanti
O00515,6/3/2025,6/7/2025,6/9/2025,S032,Fashion,41.18,4,Kumasi,4,"Just received it, will see how it performs over time.",0,No,No Complaint,Express,South West
O00516,4/24/2025,4/28/2025,5/6/2025,S012,Toys,371.41,1,Accra,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,South West
O00517,4/27/2025,4/27/2025,5/4/2025,S012,Toys,416.35,4,Accra,4,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Express,South East
O00518,5/15/2025,5/18/2025,5/26/2025,S049,Groceries,220.91,4,Kano,3,"Just received it, will see how it performs over time.",0,No,No Complaint,Express,North Central
O00519,4/22/2025,4/26/2025,4/28/2025,S016,Toys,90.76,2,Accra,3,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,Greater Accra
O00520,6/17/2025,6/20/2025,6/26/2025,S043,Electronics,396.51,3,Kumasi,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,Greater Accra
O00521,5/20/2025,5/23/2025,5/25/2025,S035,Groceries,61.07,2,Lagos,4,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,North Central
O00522,5/29/2025,5/31/2025,6/6/2025,S046,Groceries,475.76,2,Kano,5,"Just received it, will see how it performs over time.",0,No,No Complaint,Pickup,South West
O00523,6/23/2025,6/23/2025,6/24/2025,S018,Toys,141.79,2,Kumasi,3,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Express,Ashanti
O00524,6/22/2025,6/24/2025,7/1/2025,S027,Toys,241.52,2,Accra,3,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,South East
O00525,5/20/2025,5/24/2025,5/24/2025,S017,Health,240.12,1,Kano,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,Ashanti
O00526,6/1/2025,6/5/2025,6/8/2025,S002,Health,240.17,4,Lagos,3,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,Volta
O00527,5/17/2025,5/17/2025,5/17/2025,S011,Health,263.12,2,Accra,3,Superb service and product. Will buy again.,1,No,No Complaint,Standard,South East
O00528,6/9/2025,6/9/2025,6/18/2025,S045,Electronics,27.99,4,Kumasi,4,Item arrived in perfect condition and works well.,1,No,No Complaint,Express,South West
O00529,4/25/2025,4/26/2025,5/1/2025,S006,Toys,224.88,4,Kumasi,5,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Express,Volta
O00530,4/24/2025,4/24/2025,5/2/2025,S009,Health,204.54,1,Kumasi,5,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,South West
O00531,6/15/2025,6/15/2025,6/21/2025,S030,Electronics,270.48,3,Accra,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,South West
O00532,6/10/2025,6/12/2025,6/12/2025,S044,Fashion,354.11,3,Kumasi,3,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Pickup,South West
O00533,6/3/2025,6/7/2025,6/11/2025,S025,Toys,367.63,4,Lagos,3,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Volta
O00534,5/2/2025,5/6/2025,5/15/2025,S021,Groceries,340.56,1,Kano,5,Arrived late and the item looks used.,-0.3,No,No Complaint,Standard,South West
O00535,5/31/2025,5/31/2025,6/6/2025,S026,Groceries,412.39,4,Kano,4,Low quality. Would not recommend at all.,0,No,No Complaint,Express,Ashanti
O00536,4/25/2025,4/28/2025,4/29/2025,S021,Electronics,416.5,1,Accra,3,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,Volta
O00537,5/4/2025,5/7/2025,5/8/2025,S021,Electronics,335.99,1,Kano,1,,0.458333333,No,No Complaint,Express,Volta
O00538,5/21/2025,5/21/2025,5/30/2025,S019,Health,279.3,1,Accra,3,,0.5,No,No Complaint,Pickup,North Central
O00539,6/25/2025,6/29/2025,7/7/2025,S019,Electronics,377.43,2,Lagos,4,Superb service and product. Will buy again.,1,No,No Complaint,Express,Greater Accra
O00540,6/25/2025,6/26/2025,6/27/2025,S036,Groceries,445.14,1,Kano,2,Low quality. Would not recommend at all.,0,Yes,Late Delivery,Standard,Volta
O00541,5/13/2025,5/16/2025,5/21/2025,S035,Electronics,85.62,3,Lagos,2,"Met my expectations, nothing more.",0.5,No,No Complaint,Pickup,South West
O00542,4/20/2025,4/21/2025,4/21/2025,S013,Electronics,42.56,4,Kano,4,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Pickup,Greater Accra
O00543,6/24/2025,6/24/2025,6/30/2025,S010,Health,270.92,3,Kumasi,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,North Central
O00544,5/13/2025,5/13/2025,5/21/2025,S036,Toys,31.43,1,Accra,4,,0.58,No,No Complaint,Standard,Volta
O00545,5/6/2025,5/10/2025,5/15/2025,S020,Fashion,329.62,4,Kano,5,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,South East
O00546,5/8/2025,5/8/2025,5/12/2025,S019,Fashion,207.91,1,Kumasi,5,Arrived late and the item looks used.,-0.3,No,No Complaint,Standard,North Central
O00547,5/6/2025,5/7/2025,5/9/2025,S050,Health,299.24,4,Lagos,4,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Standard,Ashanti
O00548,5/21/2025,5/23/2025,6/1/2025,S013,Home & Living,293.84,1,Kumasi,3,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Volta
O00549,5/2/2025,5/2/2025,5/9/2025,S016,Electronics,23.44,4,Kumasi,3,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,Ashanti
O00550,5/18/2025,5/21/2025,5/25/2025,S041,Electronics,91.76,1,Lagos,5,Superb service and product. Will buy again.,1,No,No Complaint,Standard,South East
O00551,6/7/2025,6/9/2025,6/18/2025,S002,Electronics,179.48,4,Kumasi,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,South West
O00552,5/17/2025,5/19/2025,5/19/2025,S035,Home & Living,322.08,3,Kumasi,2,Arrived late and the item looks used.,-0.3,No,No Complaint,Express,South West
O00553,5/6/2025,5/9/2025,5/16/2025,S010,Fashion,270.23,4,Kano,5,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,Volta
O00554,6/5/2025,6/5/2025,6/6/2025,S018,Electronics,232.46,4,Kano,4,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Pickup,Volta
O00555,5/30/2025,6/1/2025,6/4/2025,S020,Fashion,23.49,3,Kumasi,1,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,Volta
O00556,4/10/2025,4/11/2025,4/13/2025,S018,Home & Living,463.56,3,Accra,1,Low quality. Would not recommend at all.,0,No,No Complaint,Pickup,Ashanti
O00557,4/28/2025,4/29/2025,5/3/2025,S028,Electronics,234.68,2,Kano,5,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,South West
O00558,6/17/2025,6/21/2025,6/23/2025,S039,Electronics,191.49,4,Lagos,5,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,South East
O00559,6/10/2025,6/10/2025,6/10/2025,S003,Fashion,305.44,4,Kumasi,1,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Ashanti
O00560,6/9/2025,6/13/2025,6/18/2025,S008,Toys,84.28,1,Kumasi,4,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,Greater Accra
O00561,6/8/2025,6/12/2025,6/13/2025,S046,Home & Living,85.53,1,Accra,2,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,South West
O00562,4/15/2025,4/16/2025,4/17/2025,S042,Toys,420.89,3,Kano,3,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Pickup,Ashanti
O00563,5/6/2025,5/10/2025,5/14/2025,S008,Home & Living,105.37,1,Lagos,5,Superb service and product. Will buy again.,1,No,No Complaint,Pickup,Greater Accra
O00564,5/10/2025,5/10/2025,5/17/2025,S037,Electronics,283.28,3,Kumasi,5,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Volta
O00565,6/23/2025,6/25/2025,6/28/2025,S039,Fashion,83.76,2,Lagos,3,"Just received it, will see how it performs over time.",0,No,No Complaint,Pickup,Volta
O00566,4/13/2025,4/14/2025,4/21/2025,S010,Home & Living,496.99,4,Lagos,3,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,Ashanti
O00567,6/15/2025,6/19/2025,6/25/2025,S022,Toys,398.34,3,Kano,3,Low quality. Would not recommend at all.,0,No,No Complaint,Pickup,Volta
O00568,5/31/2025,6/4/2025,6/7/2025,S046,Groceries,29.34,1,Kano,5,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South East
O00569,4/10/2025,4/14/2025,4/15/2025,S040,Groceries,74.86,3,Kano,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,North Central
O00570,4/10/2025,4/14/2025,4/19/2025,S019,Health,271.36,4,Lagos,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,Ashanti
O00571,5/27/2025,5/30/2025,6/7/2025,S049,Health,71.16,1,Lagos,5,Terrible experience. Product was broken.,-0.7,No,No Complaint,Pickup,North Central
O00572,5/8/2025,5/10/2025,5/12/2025,S038,Toys,472.58,1,Lagos,4,"Just received it, will see how it performs over time.",0,No,No Complaint,Pickup,Ashanti
O00573,5/20/2025,5/21/2025,5/24/2025,S030,Groceries,55.9,4,Kano,3,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,Ashanti
O00574,5/17/2025,5/19/2025,5/27/2025,S042,Fashion,109.58,4,Accra,3,Superb service and product. Will buy again.,1,No,No Complaint,Express,Greater Accra
O00575,6/19/2025,6/21/2025,6/22/2025,S006,Electronics,365.6,1,Accra,3,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,South East
O00576,6/7/2025,6/10/2025,6/16/2025,S030,Fashion,305.04,3,Kano,5,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,South East
O00577,5/24/2025,5/27/2025,5/27/2025,S011,Fashion,108.23,1,Accra,4,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Standard,North Central
O00578,5/1/2025,5/3/2025,5/8/2025,S002,Health,156.23,4,Kumasi,3,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,North Central
O00579,4/8/2025,4/12/2025,4/18/2025,S015,Electronics,25.09,3,Kumasi,1,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South East
O00580,5/18/2025,5/20/2025,5/25/2025,S049,Fashion,346.98,3,Accra,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,Volta
O00581,5/4/2025,5/7/2025,5/8/2025,S048,Health,319.95,1,Accra,3,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,North Central
O00582,5/18/2025,5/18/2025,5/20/2025,S004,Home & Living,369.2,2,Kumasi,5,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,Volta
O00583,5/17/2025,5/19/2025,5/19/2025,S022,Health,341.64,1,Kano,3,"Met my expectations, nothing more.",0.5,No,No Complaint,Pickup,Greater Accra
O00584,4/30/2025,5/4/2025,5/11/2025,S050,Fashion,320.12,3,Accra,5,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Volta
O00585,4/14/2025,4/14/2025,4/17/2025,S038,Toys,412.74,1,Accra,4,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,Ashanti
O00586,6/3/2025,6/3/2025,6/4/2025,S038,Fashion,61.16,3,Accra,1,Arrived late and the item looks used.,-0.3,No,No Complaint,Standard,North Central
O00587,5/11/2025,5/13/2025,5/15/2025,S047,Groceries,209.48,2,Accra,4,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,Volta
O00588,6/14/2025,6/18/2025,6/19/2025,S030,Electronics,319.72,1,Lagos,1,,-0.7,Yes,Fake Product,Pickup,North Central
O00589,4/13/2025,4/13/2025,4/19/2025,S021,Fashion,435.78,2,Kumasi,5,"Just received it, will see how it performs over time.",0,No,No Complaint,Pickup,North Central
O00590,6/19/2025,6/22/2025,6/23/2025,S035,Groceries,128.69,2,Kano,1,Low quality. Would not recommend at all.,0,No,No Complaint,Standard,Greater Accra
O00591,5/28/2025,5/29/2025,6/4/2025,S047,Fashion,154.69,4,Kano,3,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Ashanti
O00592,4/16/2025,4/18/2025,4/23/2025,S002,Electronics,153.33,4,Kumasi,3,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,South East
O00593,6/8/2025,6/8/2025,6/16/2025,S027,Toys,243.45,1,Lagos,3,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,Volta
O00594,4/27/2025,5/1/2025,5/3/2025,S049,Groceries,26.5,3,Kumasi,4,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Pickup,North Central
O00595,5/9/2025,5/10/2025,5/19/2025,S050,Toys,70.23,1,Kumasi,5,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,Greater Accra
O00596,6/18/2025,6/19/2025,6/20/2025,S014,Groceries,281.78,4,Kano,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Pickup,South West
O00597,6/18/2025,6/21/2025,6/27/2025,S042,Toys,413.04,4,Kumasi,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,North Central
O00598,4/30/2025,5/1/2025,5/2/2025,S003,Fashion,,3,Lagos,5,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,South West
O00599,4/19/2025,4/22/2025,4/22/2025,S020,Fashion,363.64,1,Kano,3,Arrived late and the item looks used.,-0.3,No,No Complaint,Standard,Ashanti
O00600,4/17/2025,4/21/2025,4/30/2025,S027,Toys,10.07,2,Lagos,4,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Express,Volta
O00601,4/30/2025,5/1/2025,5/8/2025,S012,Electronics,300.81,1,Kumasi,1,"Just received it, will see how it performs over time.",0,No,No Complaint,Standard,Greater Accra
O00602,5/11/2025,5/14/2025,5/22/2025,S041,Home & Living,373.04,1,Lagos,3,Item arrived in perfect condition and works well.,1,No,No Complaint,Standard,Greater Accra
O00603,4/7/2025,4/8/2025,4/11/2025,S021,Fashion,142.49,3,Accra,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,Ashanti
O00604,5/27/2025,5/29/2025,5/29/2025,S029,Toys,447.02,1,Accra,3,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Standard,North Central
O00605,4/7/2025,4/11/2025,4/11/2025,S042,Electronics,468.8,3,Kano,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,South East
O00606,5/18/2025,5/21/2025,5/29/2025,S024,Toys,251.97,1,Kano,4,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,Ashanti
O00607,4/29/2025,5/3/2025,5/7/2025,S007,Electronics,12.14,3,Kumasi,5,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,South East
O00608,4/10/2025,4/13/2025,4/13/2025,S004,Health,99.58,4,Lagos,4,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,Ashanti
O00609,4/22/2025,4/26/2025,4/29/2025,S031,Toys,472.55,1,Kumasi,4,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Volta
O00610,4/8/2025,4/8/2025,4/12/2025,S006,Groceries,325.63,2,Accra,4,Superb service and product. Will buy again.,1,No,No Complaint,Pickup,South West
O00611,4/14/2025,4/14/2025,4/16/2025,S028,Fashion,198.71,4,Kumasi,4,,-0.166666667,No,No Complaint,Express,Volta
O00612,5/4/2025,5/6/2025,5/14/2025,S023,Toys,112.35,2,Accra,1,Terrible experience. Product was broken.,-0.7,No,No Complaint,Pickup,Ashanti
O00613,4/21/2025,4/24/2025,4/25/2025,S048,Groceries,214.09,1,Kumasi,3,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Ashanti
O00614,6/16/2025,6/16/2025,6/19/2025,S007,Fashion,332.1,3,Accra,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,Greater Accra
O00615,4/7/2025,4/7/2025,4/14/2025,S045,Groceries,307.8,,Accra,5,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,Ashanti
O00616,5/19/2025,5/22/2025,5/27/2025,S049,Health,,3,Lagos,4,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,South East
O00617,5/19/2025,5/19/2025,5/22/2025,S014,Toys,203.61,4,Kumasi,1,Fake product and horrible packaging.,-0.75,Yes,Wrong Color,Pickup,Greater Accra
O00618,5/27/2025,5/28/2025,6/1/2025,S044,Fashion,336.76,1,Kano,3,Low quality. Would not recommend at all.,0,No,No Complaint,Standard,South East
O00619,4/16/2025,4/20/2025,4/24/2025,S046,Home & Living,419.39,2,Accra,5,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Standard,Ashanti
O00620,5/16/2025,5/19/2025,5/28/2025,S001,Groceries,420.75,1,Lagos,1,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,South East
O00621,6/19/2025,6/22/2025,6/29/2025,S049,Toys,171.82,4,Accra,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,North Central
O00622,5/13/2025,5/16/2025,5/25/2025,S019,Electronics,440.05,2,Lagos,4,Superb service and product. Will buy again.,1,No,No Complaint,Standard,Volta
O00623,6/15/2025,6/15/2025,6/22/2025,S007,Electronics,162.81,4,Kano,2,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,South West
O00624,5/21/2025,5/23/2025,5/31/2025,S008,Groceries,291.92,2,Kano,2,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,Volta
O00625,6/14/2025,6/14/2025,6/14/2025,S050,Home & Living,18.6,1,Lagos,4,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,North Central
O00626,4/12/2025,4/15/2025,4/19/2025,S031,Toys,119.4,1,Kano,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,Volta
O00627,5/7/2025,5/9/2025,5/17/2025,S037,Groceries,487.36,3,Lagos,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South West
O00628,6/19/2025,6/19/2025,6/26/2025,S026,Electronics,416.58,3,Kumasi,4,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,Volta
O00629,6/11/2025,6/13/2025,6/21/2025,S014,Groceries,,4,Kano,5,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,Volta
O00630,5/23/2025,5/26/2025,6/1/2025,S006,Home & Living,305.61,1,Kano,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,South East
O00631,6/11/2025,6/11/2025,6/17/2025,S025,Fashion,295.28,4,Kumasi,4,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,North Central
O00632,6/15/2025,6/17/2025,6/22/2025,S050,Electronics,495.75,2,Kano,3,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,South East
O00633,5/27/2025,5/28/2025,6/5/2025,S006,Groceries,120.44,,Accra,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,Volta
O00634,6/3/2025,6/5/2025,6/9/2025,S021,Groceries,392.85,1,Lagos,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Volta
O00635,4/23/2025,4/26/2025,4/26/2025,S048,Fashion,454.15,3,Accra,3,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Pickup,North Central
O00636,4/27/2025,4/30/2025,5/8/2025,S031,Electronics,459.57,4,Accra,5,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,Greater Accra
O00637,6/22/2025,6/23/2025,6/23/2025,S042,Health,356.78,2,Kumasi,5,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,South East
O00638,5/8/2025,5/10/2025,5/17/2025,S029,Health,253.68,1,Kano,2,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,North Central
O00639,6/19/2025,6/23/2025,7/2/2025,S029,Fashion,269.53,3,Kumasi,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,North Central
O00640,5/17/2025,5/18/2025,5/27/2025,S033,Home & Living,47.36,2,Accra,2,"Just received it, will see how it performs over time.",0,No,No Complaint,Express,North Central
O00641,4/15/2025,4/19/2025,4/26/2025,S049,Toys,284.83,2,Kano,3,,1,No,No Complaint,Pickup,South West
O00642,5/30/2025,5/30/2025,5/31/2025,S043,Home & Living,34.49,1,Lagos,5,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Standard,Ashanti
O00643,6/15/2025,6/15/2025,6/18/2025,S003,Electronics,128.57,2,Kumasi,5,,0.420833333,No,No Complaint,Standard,South East
O00644,5/29/2025,5/31/2025,6/9/2025,S049,Fashion,497.46,4,Accra,4,,0,No,No Complaint,Express,South East
O00645,6/1/2025,6/1/2025,6/2/2025,S041,Health,,1,Kano,4,Superb service and product. Will buy again.,1,No,No Complaint,Standard,Greater Accra
O00646,5/15/2025,5/16/2025,5/25/2025,S016,Groceries,45.81,2,Accra,1,Item arrived in perfect condition and works well.,1,No,No Complaint,Express,South West
O00647,5/3/2025,5/4/2025,5/4/2025,S017,Toys,368.74,1,Accra,5,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,South West
O00648,5/2/2025,5/3/2025,5/9/2025,S007,Fashion,265.52,2,Lagos,3,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,South West
O00649,6/19/2025,6/22/2025,6/22/2025,S023,Groceries,428.57,2,Kano,4,Low quality. Would not recommend at all.,0,No,No Complaint,Express,Greater Accra
O00650,5/8/2025,5/9/2025,5/14/2025,S009,Fashion,392.86,4,Lagos,5,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,Volta
O00651,5/29/2025,5/30/2025,6/2/2025,S023,Toys,305.5,1,Kumasi,3,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Volta
O00652,6/7/2025,6/9/2025,6/13/2025,S010,Toys,463.84,2,Kumasi,3,Item arrived in perfect condition and works well.,1,No,No Complaint,Express,North Central
O00653,6/15/2025,6/17/2025,6/22/2025,S024,Fashion,167.62,2,Accra,3,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,North Central
O00654,5/10/2025,5/13/2025,5/22/2025,S001,Home & Living,24.29,3,Kumasi,5,Superb service and product. Will buy again.,1,No,No Complaint,Pickup,Volta
O00655,5/23/2025,5/25/2025,5/26/2025,S045,Fashion,85.37,3,Accra,5,Low quality. Would not recommend at all.,0,No,No Complaint,Standard,Volta
O00656,5/19/2025,5/19/2025,5/21/2025,S014,Fashion,32.01,1,Accra,3,Arrived late and the item looks used.,-0.3,No,No Complaint,Express,Greater Accra
O00657,4/25/2025,4/27/2025,4/27/2025,S022,Health,379.59,3,Lagos,3,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Express,South West
O00658,5/21/2025,5/22/2025,5/25/2025,S045,Fashion,145.02,1,Lagos,3,Superb service and product. Will buy again.,1,No,No Complaint,Express,Greater Accra
O00659,6/15/2025,6/18/2025,6/18/2025,S024,Groceries,,2,Kano,3,Arrived late and the item looks used.,-0.3,No,No Complaint,Standard,Greater Accra
O00660,4/9/2025,4/12/2025,4/15/2025,S046,Home & Living,103.88,1,Kano,1,Low quality. Would not recommend at all.,0,No,No Complaint,Pickup,Greater Accra
O00661,6/22/2025,6/23/2025,6/23/2025,S049,Groceries,378.37,,Kano,2,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South West
O00662,5/25/2025,5/28/2025,6/1/2025,S047,Electronics,148.41,1,Lagos,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,Greater Accra
O00663,4/19/2025,4/21/2025,4/30/2025,S033,Fashion,286.03,1,Kano,5,Low quality. Would not recommend at all.,0,No,No Complaint,Express,North Central
O00664,6/3/2025,6/4/2025,6/11/2025,S045,Electronics,80.47,3,Lagos,3,Low quality. Would not recommend at all.,0,No,No Complaint,Pickup,Greater Accra
O00665,5/28/2025,5/29/2025,6/1/2025,S013,Fashion,383.92,3,Kano,4,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Pickup,Volta
O00666,6/2/2025,6/2/2025,6/4/2025,S034,Toys,110.29,1,Kano,4,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Standard,Ashanti
O00667,4/20/2025,4/20/2025,4/23/2025,S043,Health,26.08,2,Kano,3,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,Volta
O00668,4/7/2025,4/9/2025,4/16/2025,S002,Groceries,440.95,1,Kano,5,Superb service and product. Will buy again.,1,No,No Complaint,Express,South West
O00669,4/9/2025,4/10/2025,4/17/2025,S037,Fashion,33.34,4,Lagos,3,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,Ashanti
O00670,6/13/2025,6/13/2025,6/13/2025,S012,Health,,2,Lagos,,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,Ashanti
O00671,5/2/2025,5/6/2025,5/10/2025,S044,Health,148.41,3,Lagos,,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,North Central
O00672,4/25/2025,4/25/2025,5/3/2025,S017,Home & Living,277.88,1,Kano,,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,South West
O00673,5/27/2025,5/31/2025,6/3/2025,S016,Home & Living,364.33,4,Kumasi,3,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,Volta
O00674,5/2/2025,5/5/2025,5/10/2025,S009,Home & Living,10.72,,Kano,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,South West
O00675,4/11/2025,4/15/2025,4/21/2025,S024,Toys,323.91,1,Kano,4,Low quality. Would not recommend at all.,0,No,No Complaint,Express,South East
O00676,4/30/2025,4/30/2025,5/2/2025,S019,Home & Living,449.06,1,Kano,2,Low quality. Would not recommend at all.,0,No,No Complaint,Pickup,Volta
O00677,6/10/2025,6/13/2025,6/19/2025,S012,Fashion,451.95,2,Accra,3,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,South East
O00678,6/8/2025,6/12/2025,6/19/2025,S020,Groceries,383.62,2,Kumasi,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Pickup,Greater Accra
O00679,5/16/2025,5/17/2025,5/26/2025,S006,Toys,48.44,3,Lagos,1,Low quality. Would not recommend at all.,0,No,No Complaint,Pickup,Greater Accra
O00680,6/19/2025,6/21/2025,6/30/2025,S013,Health,263.62,1,Accra,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,South West
O00681,5/31/2025,6/3/2025,6/11/2025,S003,Toys,187.24,4,Lagos,2,Superb service and product. Will buy again.,1,No,No Complaint,Pickup,North Central
O00682,5/17/2025,5/17/2025,5/19/2025,S018,Health,392.56,3,Kumasi,3,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Ashanti
O00683,5/12/2025,5/13/2025,5/20/2025,S039,Electronics,467.13,4,Lagos,2,Packaging could be better but the item works fine.,0.458333333,Yes,Wrong Color,Pickup,Volta
O00684,4/15/2025,4/16/2025,4/22/2025,S017,Toys,403.72,3,Accra,5,Low quality. Would not recommend at all.,0,No,No Complaint,Standard,Ashanti
